     60                0.38683               -0.86883               -0.30902 
     61                0.25313               -0.17724                0.95106 
     62               -0.05908               -0.48120                0.87462 
     63               -0.76558                0.64240               -0.03490 
     64               -0.98346               -0.17341               -0.05234 
     65               -0.00000               -0.60182                0.79864 
     66                0.62463               -0.77135               -0.12187 
     67               -0.73185               -0.65897                0.17365 
     68                0.73400               -0.11625                0.66913 
     69                0.09692               -0.92210               -0.37461 
     70               -0.40649                0.91299                0.03490 
     71                0.70700               -0.70700               -0.01745 
     72                0.01337                0.76593               -0.64279 
     73               -0.23997                0.89559               -0.37461 
     74                0.97303                0.22464               -0.05234 
     75               -0.30401               -0.65194               -0.69466 
     76               -0.04292                0.22082               -0.97437 
     77               -0.28598               -0.06079               -0.95630 
     78               -0.54511                0.34063                0.76604 
     79               -0.87342               -0.48414                0.05234 
     80                0.79718                0.33838               -0.50000 
     81                0.83171                0.49974               -0.24192 
     82               -0.55566               -0.68618               -0.46947 
     83                0.98711               -0.12120               -0.10453 
     84                0.90420                0.31134                0.29237 
     85                0.30790                0.72537                0.61566 
     86                0.52548               -0.47315               -0.70711 
     87               -0.60099               -0.03150               -0.79864 
     88               -0.23748                0.95247                0.19081 
     89               -0.34544               -0.70826                0.61566 
     90               -0.32777                0.43497               -0.83867 
     91               -0.63022               -0.56745               -0.52992 
     92                0.73822                0.15691                0.65606 
     93                0.71888               -0.43195               -0.54464 
     94               -0.61229               -0.78369               -0.10453 
     95               -0.85391                0.51308               -0.08716 
     96               -0.86611               -0.12172                0.48481 
     97               -0.68106                0.03569                0.73135 
     98               -0.23575                0.58350               -0.77715 
     99                0.53271                0.73322                0.42262 
    100               -0.61179               -0.51335                0.60182 
    101               -0.22700               -0.44550                0.86603 
    102                0.19034               -0.97924               -0.06976 
    103                0.69455               -0.01212               -0.71934 
    104                0.70941                0.49673               -0.50000 
    105                0.33457               -0.57948               -0.74314 
    106                0.29038                0.89370                0.34202 
    107               -0.46465               -0.59472               -0.65606 
    108                0.32074                0.45806                0.82904 
    109                0.22004                0.95308                0.20791 
    110               -0.21031                0.68791               -0.69466 
    111               -0.07391               -0.84482                0.52992 
    112               -0.16278                0.28195               -0.94552 
    113               -0.49893                0.66210                0.55919 
    114               -0.60435                0.77353               -0.19081 
    115               -0.52354               -0.15012               -0.83867 
    116                0.53076               -0.38562                0.75471 
    117               -0.98103               -0.03426                0.19081 
    118                0.93269               -0.33947               -0.12187 
    119               -0.41133                0.30996               -0.85717 
    120                0.08631               -0.98650                0.13917 
    121                0.66696                0.64408                0.37461 
    122                0.93935               -0.30521                0.15643 
    123                0.31590                0.07876                0.94552 
    124               -0.67352                0.31407                0.66913 
    125               -0.30718                0.80023               -0.51504 
    126               -0.42255               -0.00738               -0.90631 
    127                0.35831               -0.93344               -0.01745 
    128                0.75058                0.65246                0.10453 
    129               -0.74329               -0.62369               -0.24192 
    130                0.36028                0.64997               -0.66913 
    131                0.13876                0.19817                0.97030 
    132               -0.80594                0.07051               -0.58779 
    133               -0.78118                0.58866                0.20791 
    134               -0.20706                0.48779               -0.84805 
    135               -0.57590               -0.38845                0.71934 
    136               -0.02510               -0.71890               -0.69466 
    137               -0.41922                0.85952                0.29237 
    138                0.23255                0.93271               -0.27564 
    139               -0.78118               -0.16605                0.60182 
    140               -0.17362                0.98466               -0.01745 
    141               -0.30718               -0.80023               -0.51504 
    142                0.19147                0.66775                0.71934 
    143                0.32440                0.58523                0.74314 
    144               -0.88295                0.00000               -0.46947 
    145                0.14791                0.93388                0.32557 
    146               -0.62434                0.62434               -0.46947 
    147                0.05571               -0.79669                0.60182 
    148               -0.68852               -0.57773                0.43837 
    149               -0.89127               -0.36010                0.27564 
    150               -0.19841               -0.37315               -0.90631 
    151                0.12063               -0.12491                0.98481 
    152               -0.29077               -0.95107                0.10453 
    153               -0.38684               -0.51335               -0.76604 
    154                0.28051               -0.46685               -0.83867 
    155                0.40242                0.75683               -0.51504 
    156               -0.05230                0.99802                0.03490 
    157                0.50260               -0.24513               -0.82904 
    158               -0.79690               -0.29005                0.52992 
    159                0.61529               -0.78753                0.03490 
    160                0.67250               -0.67250               -0.30902 
    161                0.63460               -0.28254                0.71934 
    162               -0.78369               -0.08237               -0.61566 
    163                0.86883                0.38683               -0.30902 
    164               -0.24559               -0.85649                0.45399 
    165                0.93358                0.30334               -0.19081 
    166               -0.46026                0.42920               -0.77715 
    167                0.33197               -0.33197                0.88295 
    168               -0.34063               -0.40594                0.84805 
    169                0.59988               -0.13849                0.78801 
    170                0.03236               -0.01307               -0.99939 
    171               -0.82097                0.11538                0.55919 
    172                0.39994                0.34766                0.84805 
    173                0.98633                0.15622                0.05234 
    174               -0.47410                0.20124                0.85717 
    175               -0.70458                0.27046               -0.65606 
    176               -0.20951               -0.12096                0.97030 
    177                0.41790                0.17739                0.89101 
    178               -0.69833                0.62878                0.34202 
    179                0.67156                0.25779               -0.69466 
    180               -0.72590               -0.67691               -0.12187 
    181                0.05078               -0.96897               -0.24192 
    182               -0.23457                0.10938                0.96593 
    183                0.33076               -0.81865               -0.46947 
    184               -0.15550                0.62369                0.76604 
    185                0.18674               -0.54233                0.81915 
    186               -0.03746                0.35640                0.93358 
    187                0.77367               -0.56210               -0.29237 
    188               -0.14885               -0.08944                0.98481 
    189                0.05226                0.49726               -0.86603 
    190                0.20337               -0.04323               -0.97815 
    191               -0.66913                0.74314                0.00000 
    192                0.25813                0.22439                0.93969 
    193                0.80852                0.58743               -0.03490 
    194               -0.73200                0.49374               -0.46947 
    195                0.08710                0.99559               -0.03490 
    196                0.73257               -0.61470                0.29237 
    197                0.68244                0.39401                0.61566 
    198               -0.74726                0.38075                0.54464 
    199               -0.03906                0.16920                0.98481 
    200               -0.91865                0.29849                0.25882 
    201                0.10213               -0.44235                0.89101 
    202                0.15924                0.52084                0.83867 
    203               -0.79815               -0.60145                0.03490 
    204                0.17151                0.97268               -0.15643 
    205               -0.77667               -0.02712                0.62932 
    206                0.66014                0.25340                0.70711 
    207                0.83051               -0.11672                0.54464 
    208                0.21985               -0.26200               -0.93969 
    209               -0.37630                0.53741               -0.75471 
    210                0.23664               -0.94909               -0.20791 
    211                0.67000                0.56220                0.48481 
    212               -0.27295               -0.95191               -0.13917 
    213               -0.11424               -0.37366                0.92050 
    214               -0.05882               -0.41851               -0.90631 
    215               -0.31590                0.91743               -0.24192 
    216                0.11135                0.32339                0.93969 
    217                0.65896                0.73185                0.17365 
    218                0.37189               -0.26040               -0.89101 
    219               -0.19986               -0.94026               -0.27564 
    220                0.45557               -0.82187                0.34202 
    221                0.66431               -0.20310               -0.71934 
    222               -0.78396                0.59076               -0.19081 
    223                0.36869                0.52654               -0.76604 
    224                0.82891                0.01447                0.55919 
    225               -0.88650                0.41338                0.20791 
    226                0.25901               -0.90329               -0.34202 
    227               -0.34119                0.02386                0.93969 
    228                0.17587               -0.33076                0.92718 
    229                0.37972                0.85287               -0.35837 
    230                0.18976                0.01994                0.98163 
    231               -0.22579               -0.78742                0.57358 
    232                0.61529                0.02149                0.78801 
    233                0.11483               -0.15239               -0.98163 
    234                0.06212                0.31959               -0.94552 
    235                0.50870                0.84661                0.15643 
    236                0.30456               -0.46898                0.82904 
    237                0.94034                0.09883               -0.32557 
    238                0.81644                0.55070                0.17365 
    239               -0.08555               -0.97789               -0.19081 
    240               -0.59852                0.73911                0.30902 
    241               -0.37712                0.84702               -0.37461 
    242                0.76474                0.53548               -0.35837 
    243                0.86810               -0.48120               -0.12187 
    244                0.97625               -0.10261                0.19081 
    245               -0.74970               -0.45046               -0.48481 
    246                0.02927                0.83816                0.54464 
    247               -0.05783                0.03901                0.99756 
    248                0.91865                0.24615               -0.30902 
    249               -0.62878               -0.69833                0.34202 
    250               -0.70612                0.13726               -0.69466 
    251               -0.14781                0.42926                0.89101 
    252                0.11625                0.10468               -0.98769 
    253                0.49374               -0.26253                0.82904 
    254               -0.49749               -0.82796                0.25882 
    255                0.79673               -0.57886                0.17365 
    256               -0.96711                0.11875                0.22495 
    257               -0.88004                0.13938               -0.45399 
    258                0.48415               -0.87342               -0.05234 
    259                0.18843               -0.88650                0.42262 
    260               -0.08748                0.55231               -0.82904 
    261               -0.72714               -0.35465               -0.58779 
    262               -0.32844                0.70433               -0.62932 
    263               -0.71645                0.50166                0.48481 
    264                0.84074               -0.46603                0.27564 
    265                0.47553                0.65451               -0.58779 
    266               -0.23021               -0.66858                0.70711 
    267               -0.96498               -0.10142               -0.24192 
    268                0.77163               -0.39317                0.50000 
    269                0.56903                0.19593                0.79864 
    270               -0.47846               -0.61240                0.62932 
    271                0.71890                0.69424               -0.03490 
    272               -0.66174               -0.16499               -0.73135 
    273                0.50134                0.77200               -0.39073 
    274               -0.09603               -0.07503                0.99255 
    275               -0.54257                0.83548               -0.08716 
    276                0.18083               -0.63064               -0.75471 
    277               -0.13684                0.77604               -0.61566 
    278                0.05205               -0.99316               -0.10453 
    279               -0.10103                0.06815               -0.99255 
    280               -0.92847               -0.35640                0.10453 
    281                0.36642               -0.90692                0.20791 
    282               -0.75184                0.65356                0.08716 
    283               -0.37912               -0.89316                0.24192 
    284               -0.56563                0.27588               -0.77715 
    285               -0.43497                0.32777                0.83867 
    286                0.48937                0.54350               -0.68200 
    287               -0.94482               -0.25316               -0.20791 
    288                0.42625               -0.38380               -0.81915 
    289               -0.35202               -0.12812                0.92718 
    290               -0.83457               -0.37157               -0.40674 
    291                0.55866                0.59909                0.57358 
    292               -0.02552               -0.73091                0.68200 
    293                0.04295                0.61416                0.78801 
    294                0.55654                0.13876               -0.81915 
    295                0.76758               -0.62157               -0.15643 
    296               -0.07612               -0.15607                0.98481 
    297                0.00000               -0.30902                0.95106 
    298               -0.06699               -0.25000               -0.96593 
    299               -0.67164                0.72024                0.17365 
    300               -0.41318               -0.49240                0.76604 
    301               -0.45061               -0.88437                0.12187 
    302               -0.03471                0.99392               -0.10453 
    303               -0.95653                0.25630                0.13917 
    304               -0.71062               -0.42699                0.55919 
    305               -0.06858                0.43297               -0.89879 
    306                0.49824               -0.73868               -0.45399 
    307                0.61894               -0.64094               -0.45399 
    308                0.11843               -0.67164                0.73135 
    309               -0.82613                0.33378                0.45399 
    310                0.59852                0.73911               -0.30902 
    311               -0.83248               -0.23871               -0.50000 
    312                0.60329                0.58259               -0.54464 
    313               -0.42699               -0.71062               -0.55919 
    314               -0.06373                0.91132               -0.40674 
    315               -0.17978               -0.72107               -0.66913 
    316                0.78789                0.01375               -0.61566 
    317                0.87342                0.48415                0.05234 
    318                0.92851               -0.26625               -0.25882 
    319                0.43497               -0.66979               -0.60181 
    320               -0.71048                0.68611               -0.15643 
    321                0.84983               -0.29262                0.43837 
    322                0.15819                0.81381                0.55919 
    323                0.15012               -0.52354               -0.83867 
    324                0.88228                0.17150                0.43837 
    325                0.29506               -0.13759               -0.94552 
    326               -0.70458               -0.61248               -0.35837 
    327                0.52018               -0.83247               -0.19081 
    328               -0.47768                0.56928               -0.66913 
    329                0.86195               -0.40193               -0.30902 
    330                0.97015                0.01693               -0.24192 
    331                0.38592               -0.90917               -0.15643 
    332                0.50865               -0.50865                0.69466 
    333               -0.16288               -0.60788               -0.77715 
    334               -0.08311                0.67691               -0.73135 
    335               -0.48411               -0.77473                0.40674 
    336                0.48908               -0.72509                0.48481 
    337               -0.58925                0.41260               -0.69466 
    338                0.06634               -0.94874                0.30902 
    339               -0.92662               -0.03236                0.37461 
    340               -0.49472               -0.79172               -0.35837 
    341                0.72024                0.12700               -0.68200 
    342               -0.42625                0.60875                0.66913 
    343                0.89254                0.41620                0.17365 
    344                0.79281               -0.24239                0.55919 
    345                0.23135               -0.92790                0.29237 
    346                0.71418               -0.33303                0.61566 
    347               -0.17235               -0.02116                0.98481 
    348               -0.52476                0.07375               -0.84805 
    349                0.98103                0.03426                0.19081 
    350               -0.79281                0.24239               -0.55919 
    351               -0.99316                0.05205               -0.10453 
    352                0.49810               -0.04358                0.86603 
    353               -0.94543               -0.23572                0.22495 
    354                0.01412               -0.80889               -0.58779 
    355                0.39926                0.89676               -0.19081 
    356               -0.20788               -0.97800               -0.01745 
    357               -0.12120                0.01274                0.99255 
    358               -0.99013                0.12157                0.06976 
    359                0.00091               -0.05233                0.99863 
    360                0.33303                0.26019               -0.90631 
    361                0.07051                0.05123                0.99619 
    362                0.74970                0.45046                0.48481 
    363               -0.12008               -0.61776                0.77715 
    364                0.34766               -0.55637                0.75471 
    365               -0.39926               -0.89676               -0.19081 
    366               -0.23368               -0.93723                0.25882 
    367                0.30394                0.11667               -0.94552 
    368               -0.47553               -0.34549                0.80902 
    369                0.94180               -0.13236               -0.30902 
    370               -0.51497                0.79298               -0.32557 
    371               -0.65277                0.67596               -0.34202 
    372                0.42402                0.73443                0.52992 
    373                0.94874                0.30826                0.06976 
    374               -0.12493               -0.09414               -0.98769 
    375                0.22578                0.37576                0.89879 
    376                0.25813               -0.70920               -0.65606 
    377               -0.73994                0.19827                0.64279 
    378                0.62395               -0.71777                0.30902 
    379                0.20289               -0.81376                0.54464 
    380               -0.62395                0.20273                0.75471 
    381               -0.27322                0.36257                0.89101 
    382               -0.61822                0.53741                0.57358 
    383               -0.93955               -0.01640               -0.34202 
    384                0.61845               -0.34281               -0.70711 
    385                0.40451               -0.20611                0.89101 
    386                0.99559                0.03477               -0.08716 
    387                0.94537                0.01650                0.32557 
    388                0.80661               -0.35913               -0.46947 
    389               -0.82450               -0.55613               -0.10453 
    390                0.63751               -0.46318                0.61566 
    391               -0.70711               -0.00000               -0.70711 
    392               -0.36600               -0.78489                0.50000 
    393                0.55866               -0.59909                0.57358 
    394                0.68456                0.41133               -0.60181 
    395                0.12904                0.05214                0.99027 
    396                0.20043                0.86817                0.45399 
    397               -0.91132                0.40575                0.06976 
    398               -0.48009                0.86611                0.13917 
    399               -0.56025                0.47011                0.68200 
    400                0.92815                0.18041                0.32557 
    401                0.85165                0.30998                0.42262 
    402                0.74303                0.01297                0.66913 
    403               -0.34119                0.93740               -0.06976 
    404               -0.62297               -0.35967               -0.69466 
    405                0.52597                0.84173               -0.12187 
    406                0.18000                0.23039               -0.95630 
    407               -0.93912               -0.34181               -0.03490 
    408               -0.06797                0.97200                0.22495 
    409                0.53289                0.35944                0.76604 
    410                0.76009               -0.49361               -0.42262 
    411               -0.46490                0.06534                0.88295 
    412                0.37369               -0.02613               -0.92718 
    413               -0.61470               -0.73257               -0.29237 
    414                0.55136                0.78742                0.27564 
    415               -0.15819               -0.81381               -0.55919 
    416                0.70515               -0.53137                0.46947 
    417               -0.05234               -0.99863                0.00000 
    418               -0.82034               -0.53274                0.20791 
    419                0.53182               -0.78846               -0.30902 
    420                0.97522                0.13706               -0.17365 
    421               -0.38683                0.12569               -0.91355 
    422               -0.69165               -0.14702                0.70711 
    423                0.69840               -0.69840                0.15643 
    424                0.28801                0.42699               -0.85717 
    425               -0.61976               -0.76534                0.17365 
    426                0.07834                0.63800               -0.76604 
    427                0.05078                0.96897               -0.24192 
    428                0.03150               -0.60099               -0.79864 
    429               -0.66903               -0.74303                0.01745 
    430               -0.08419               -0.96225                0.25882 
    431               -0.48411                0.77473                0.40674 
    432               -0.37712               -0.84702               -0.37461 
    433                0.46597               -0.87637                0.12187 
    434               -0.35010                0.71781                0.60182 
    435               -0.95647                0.18592               -0.22495 
    436               -0.90965                0.21001               -0.35837 
    437               -0.18258                0.73229                0.65606 
    438                0.57753                0.46768                0.66913 
    439                0.45635                0.48937                0.74314 
    440                0.91132                0.40575               -0.06976 
    441               -0.06277                0.10446                0.99255 
    442               -0.06373               -0.91132                0.40674 
    443                0.12613                0.89749               -0.42262 
    444                0.62320                0.76958               -0.13917 
    445               -0.69975               -0.28272                0.65606 
    446                0.14726               -0.83516               -0.52992 
    447               -0.91643               -0.17814                0.35837 
    448               -0.89254               -0.41620               -0.17365 
    449               -0.87035                0.36944               -0.32557 
    450                0.15527                0.42661               -0.89101 
    451                0.11625               -0.73400               -0.66913 
    452               -0.02417               -0.13706                0.99027 
    453                0.23515                0.55397               -0.79864 
    454               -0.48414               -0.87342               -0.05234 
    455               -0.53943               -0.66614                0.51504 
    456               -0.59952               -0.05245                0.79864 
    457               -0.30962                0.60766                0.73135 
    458                0.84173               -0.10335               -0.52992 
    459               -0.98877               -0.12141                0.08716 
    460               -0.75358               -0.23039               -0.61566 
    461               -0.17930                0.92243                0.34202 
    462                0.00000                0.22495                0.97437 
    463                0.99848               -0.01743                0.05234 
    464                0.87816               -0.25181               -0.40674 
    465               -0.75047                0.56552               -0.34202 
    466               -0.90329               -0.25901               -0.34202 
    467                0.52001                0.42110               -0.74314 
    468                0.83973                0.44649                0.30902 
    469               -0.32007                0.22411                0.92050 
    470               -0.89316                0.22269                0.39073 
    471               -0.46318               -0.36188               -0.80902 
    472                0.47167                0.27232               -0.83867 
    473               -0.96970                0.24177               -0.03490 
    474               -0.26019               -0.55798                0.78801 
    475               -0.32612               -0.33771               -0.88295 
    476               -0.29489                0.25634               -0.92050 
    477               -0.13814               -0.98289                0.12187 
    478               -0.25387               -0.49824               -0.82904 
    479                0.89370               -0.32528                0.30902 
    480                0.77079               -0.16384               -0.61566 
    481                0.91229               -0.04781               -0.40674 
    482                0.10375                0.98711                0.12187 
    483               -0.36419               -0.60611                0.70711 
    484                0.24894               -0.64852                0.71934 
    485               -0.41556               -0.24970                0.87462 
    486               -0.73911               -0.59852                0.30902 
    487               -0.04907               -0.09229                0.99452 
    488               -0.06637                0.54058                0.83867 
    489                0.92815               -0.18041                0.32557 
    490               -0.16689                0.85855               -0.48481 
    491               -0.10554                0.85957                0.50000 
    492                0.77768                0.22300               -0.58779 
    493               -0.52427               -0.45574               -0.71934 
    494                0.36600               -0.78489                0.50000 
    495               -0.17046                0.96671               -0.19081 
    496               -0.36963                0.79267                0.48481 
    497                0.83867               -0.54464                0.00000 
    498                0.43830                0.89866                0.01745 
    499                0.44575                0.63660                0.62932 
    500               -0.26928                0.50644                0.81915 
